isLocalGuide,name,ReviewDate,MealType,ServiceType,AtmosphereRating,FoodRating,ServiceRating,Rating,review
TRUE,Divyan Paul,07-05-2023,Dinner,Dine in,,,,5,
TRUE,Pakala Purushotham,06-05-2023,Dinner,Dine in,5,5,5,5,
TRUE,Dhanush Pai,06-05-2023,Dinner,Dine in,4,5,5,5,Went with friends and had many items. It was yummy. Kothu parotha and chicken dosa is a must try.
TRUE,Jibin Mathai,30-04-2023,Dinner,Take out,3,4,5,4,
TRUE,hari prasad,30-04-2023,Lunch,Dine in,4,4,5,5,"The food was good, the atmosphere like same as a roadside shop in madurai
Tamil people will love this shop
Service also good👍"
FALSE,vinay chatla,18-04-2023,,,,,,4,
TRUE,Zodiac Dentals,17-04-2023,Lunch,Dine in,4,4,4,4,Can have authentic South Indian food in a good setting here..must visit!!
TRUE,venkata ravindra babu Madapakula,17-04-2023,Dinner,Dine in,4,5,5,5,Super tasty parotas ever in hyderabad my tummy was full ever
TRUE,koncha madhava,04-04-2023,,,,,,4,
TRUE,Mohan Vamsi,02-04-2023,Dinner,Dine in,1,3,2,2,
TRUE,Selva ganesh.p,02-04-2023,Dinner,Dine in,5,5,5,5,Namba style hotel.
TRUE,Joshua Martin,02-04-2023,Dinner,Dine in,3,4,4,4,Budget friendly
TRUE,Vikas,29-03-2023,Lunch,Dine in,2,1,2,1,"Got food poison after having food here. This place used to be amazing before 2 years. Now, it is run by a few Bengali ""parotta masters"". The hygiene is too bad. Nothing seems to be fresh. They reheat whatever you ask for and serve you. Be it regular parotta or kothu parotta, they take an already prepared parotta or a plate of kothu parotta (only God knows when it was made), reheat and serve you. Avoid this place at any cost. Save yourself from health hazards."
FALSE,sengundhar balakumar,25-03-2023,,Take out,,,,5,Great taste of Authentic Tamilnadu dinner items & briyani.
TRUE,VisHnu RagHu,24-03-2023,Dinner,Dine in,2,4,3,3,
TRUE,Vijay athithya,21-03-2023,,,,,,5,Almost daily visit! Best food
FALSE,Faruk Mulla,19-03-2023,,,5,5,5,5,
TRUE,MOHAN BABU,13-03-2023,,,,,,3,
TRUE,C Rudreswara,13-03-2023,Dinner,,4,5,5,5,
TRUE,Kathiresh Swaminathan,11-03-2023,,,3,4,4,5,
TRUE,Srijith S,08-03-2023,,,,,,5,
FALSE,ANU DEEP,07-03-2023,,,,,,5,
FALSE,Harish Balaji,07-03-2023,,,4,5,5,5,
TRUE,Srinivas Gadi,07-03-2023,,,,,,4,
TRUE,Satish Kumar,05-03-2023,,,,,,4,
TRUE,Damu Sagar,04-03-2023,,,,,,1,
TRUE,Haritha Raj R,04-03-2023,,,5,5,5,5,
TRUE,Kathar Basha,26-02-2023,,,1,1,1,2,
TRUE,Raja,26-02-2023,Dinner,,3,4,3,4,"You can taste the local tamilnadu Street food with authentic taste.
I tried kothu parota, which is good and freshly made with chicken and egg.
Kolaki is also good and juicy. ...bit crowded and situated in middle of lot of mens hostels.

Small place, plz drive via two wheeler only....4 wheeler avoid."
TRUE,Manoj R,26-02-2023,,,,,,4,
TRUE,Ravichandran G,26-02-2023,,,,,,4,
FALSE,nani sriram,25-02-2023,Lunch,Dine in,4,5,5,4,
TRUE,Gnana Prakash,23-02-2023,Lunch,Dine in,3,4,3,4,
FALSE,niranjan ganesh,20-02-2023,,,,,,5,
FALSE,Bhaskar K,19-02-2023,,,,,,5,
FALSE,Pradeep Anandarajan,19-02-2023,Lunch,Dine in,,,,5,
TRUE,aravind raj,18-02-2023,Dinner,Dine in,5,5,5,5,
TRUE,Durai kannan,18-02-2023,,,3,3,3,5,
TRUE,Suresh Kumar,18-02-2023,Dinner,Dine in,4,5,5,5,
FALSE,Santhana Lakshmi,15-02-2023,,,,5,5,5,Pakka Tamil style cafe.
TRUE,Yerra Manisankar,14-02-2023,Dinner,Dine in,3,4,5,4,Good authentic tamil food available here. The place is easy to locate. The atmosphere is not too good and service here is great. But the place is small and may have to wait sometime before getting a table. Must try kothu parota and raitha combination here! It's very good.
TRUE,Sandeep Pallo,11-02-2023,,,,,,4,
TRUE,Daya Richard Son,09-02-2023,,,,,,4,
TRUE,Sai Prasanna,09-02-2023,,,,,,4,
TRUE,Satish Ramakrishnan,07-02-2023,Lunch,Dine in,5,5,5,5,Very nice place for Tamil Nadu dishes with same taste and authentic combined with hygienic conditions. Needless to mention on their services which is very excellent
TRUE,Siva Prasad Muthanapalli,05-02-2023,,,4,4,4,4,Had a great time while having TN-style Kuthu Parathas
TRUE,Rajkumar Sekar,04-02-2023,,,5,5,5,5,
TRUE,Venkata Ramana Pasila,04-02-2023,Dinner,Dine in,4,5,5,5,"It's best place to get tamil food here in Hyderabad. Since it small place it might occupied fast.  Be prepared to eat best food standing as well.Its a small place don't expect fancy atmosphere.
Had chicken kothu parota,Ceylon parota ,both a excellent will definitely go back to explore this place further"
TRUE,Karthik J,03-02-2023,,,2,3,3,3,"Can't say it's the authentic tamil cuisine. But better than other Tamil hotels. Food is good, can still improve the taste."
TRUE,Poorna Manjula Suriyanarayanan,31-01-2023,Dinner,Take out,4,5,5,5,
TRUE,Harsha,30-01-2023,,,3,5,4,4,
TRUE,ravi shanker,27-01-2023,,,,,,5,
TRUE,Arshad Laxman,27-01-2023,,,4,5,5,5,Best Tamil cuisine restaurant you could find in Hyderabad. Highly Suggestible.
TRUE,Saicharan Gouru,27-01-2023,,,5,5,5,5,
TRUE,vignesh ponmoni,25-01-2023,,,,,,5,
TRUE,Thomas Michael,24-01-2023,,,,5,5,5,
FALSE,Nabeel Muzaffar,24-01-2023,,,4,5,4,5,
FALSE,mk_edits,22-01-2023,,,,,,5,
TRUE,Mahendran N,22-01-2023,Dinner,Dine in,5,5,5,5,
FALSE,rajendra pandian,20-01-2023,,,,,,5,
TRUE,Sarath S S,15-01-2023,Brunch,Dine in,,,,5,
TRUE,Muthu Venkat,15-01-2023,Lunch,Dine in,3,4,4,5,"Food is awesome here. Parotta, koothu parotta, meals, briyani(Tamil Nadu style) are excellent, budget friendly"
FALSE,giri V,15-01-2023,,,,,,5,
FALSE,Nithish S,06-01-2023,,,,,,5,
FALSE,Manigandan Periyasamy,03-01-2023,,,,,,5,
TRUE,Sabaresh Ganesan,01-01-2023,,,,,,5,Best Tamil food in Hyderabad
FALSE,Aditya Kumar,31-12-2022,,,,,,5,"My love and life Paruuu took me to this magical place filled with fried chicken, parottas and korma."
FALSE,Manikandan Ramamoorthy,27-12-2022,,,,,,5,
TRUE,Mohamed Musraf,27-12-2022,Dinner,Dine in,4,4,4,5,"A good place to try tasty tamil foods. Kothu parotta and kalakki are my personal favourites.  Idly, dosa and briyani also available."
FALSE,suresh jupudi,27-12-2022,,,,,,3,
FALSE,vidya k,23-12-2022,,,,,,5,
TRUE,Vigneshwaran K.V,17-12-2022,,,,,,5,
TRUE,bob B Rides,16-12-2022,,,,,,5,
TRUE,Mahind S,14-12-2022,Dinner,,3,4,4,4,"Good to Have Madurai style Parota & kothu Parota.
Veg kothu parota was not available, that was sad.
in general taste was good.
shop can accomodates less people."
TRUE,Praveen Raj,13-12-2022,,,,,,5,
TRUE,lokanathreddy vuyyuru,11-12-2022,,,,,,3,Littel expensive
TRUE,Siva Shakthi Devi T,10-12-2022,Dinner,Dine in,3,4,4,4,
TRUE,Rokesh Santhanam,06-12-2022,,,,,,5,
FALSE,Bee.G.S. Ashuwin,04-12-2022,Dinner,Dine in,,,,5,
TRUE,Er.JEYANTH KUMAR M N,01-12-2022,,,,,,2,
TRUE,Hariharan B,29-11-2022,Lunch,Dine in,5,5,5,5,
FALSE,sravan kumar,27-11-2022,,Take out,,5,5,5,
TRUE,Tony Densingh,27-11-2022,,,,,,1,"Pls don't buy mutton briyani there worst experience.there is no proper meat,costly not worth it"
FALSE,Vigneshwaran R,26-11-2022,,,,,,5,
TRUE,Sai Harsha,26-11-2022,,,,,,4,
TRUE,Sethu Raman,24-11-2022,,,5,5,5,5,Good
FALSE,Baradi Dinesh,22-11-2022,,,,,,5,
TRUE,vvikas bhatnagr,22-11-2022,,,,,,5,
TRUE,Sadik Jaffar,21-11-2022,,,,5,,5,
FALSE,Rithik Reddy,20-11-2022,,,5,5,5,5,
TRUE,Naresh babu (NB),19-11-2022,,,,,,5,
FALSE,Prasanna Kamal,16-11-2022,,,,,,5,
TRUE,shaik mohammed khasim,16-11-2022,,,1,1,1,1,
TRUE,Sangameshwaran P,14-11-2022,Dinner,Dine in,5,5,5,5,
TRUE,Mohd shamshoddin,10-11-2022,,,,,,5,
TRUE,Biveen M,06-11-2022,,,,,,5,
FALSE,Senthil S,06-11-2022,Lunch,Take out,,,,5,
TRUE,Madhan Kumar,01-11-2022,Dinner,Dine in,4,5,5,5,
TRUE,Rajasekar Yaralagadda,30-10-2022,,,1,1,1,1,"Food served in plastic coated plates and  cups, so one star, selling cancer for few bucks , engage farmers to supply , eco friendly plates and cups."
TRUE,Arumugam M,23-10-2022,,,3,4,5,4,Typical Madurai / Tamilnadu type of food. Loved the authentic taste and service.
TRUE,தமிழினியன்,20-10-2022,,,4,5,5,5,Awesome madurai food
FALSE,King Mahendar,19-10-2022,,,,,,4,
FALSE,Meenakshi Meenakshi,18-10-2022,,,,,,4,
TRUE,Prabanj Selvaraj,18-10-2022,Lunch,Dine in,5,5,5,5,
FALSE,Gokul SP,16-10-2022,Dinner,Dine in,4,5,5,5,Best place for Tamil peoples to have madhurai style foods... everything is next level. I have tried 10 varities.. best food must recommended
TRUE,Kishore Kumar,16-10-2022,,,5,5,5,5,If you are a parota lover particularly from Tamil Nadu you will cherish here by having  some here lovely taste one can have various dishes of meals in the afternoon parota and various kinds of dosas idly for dinner  a good place to have these kinds of food
FALSE,Varaganti Mukesh,15-10-2022,,,,,,5,
TRUE,Dreamerooney,15-10-2022,Dinner,Dine in,,,,5,
TRUE,Karthik Karthik,15-10-2022,,,,,,5,"Low price
Good Qty"
TRUE,Mystic Wave,13-10-2022,,,,,,4,
TRUE,leo surendar,12-10-2022,,,5,5,5,5,
TRUE,balaji m,12-10-2022,Dinner,Dine in,3,4,4,4,
FALSE,kumar ganesh,10-10-2022,Lunch,Dine in,,,,4,
TRUE,Nishanth Ls,08-10-2022,,,,,,5,
TRUE,Mohammed Abubakkar,08-10-2022,,,,,,4,
TRUE,Kishore Kannan,03-10-2022,Dinner,Dine in,,,,5,Best place for tamilnadu style food. Authentic taste in the surrounding
TRUE,Vignesh Guru G,02-10-2022,,,,,,4,Good authentic tamil Nadu style cuisine.
FALSE,Suraj Suresh,01-10-2022,,,,,,5,
FALSE,subarna sarkar,01-10-2022,,,,,,5,
TRUE,Senthil Kumar,29-09-2022,,,,,,4,
TRUE,Dinesh thotakura,29-09-2022,,,,,,3,Food was ok but place is too small and can never get a table.
TRUE,Sudheer Puripanda,27-09-2022,,,,,,5,"My personal favorite in the whole city of Hyderabad. Visit this place thrice a week, at the least. Not a great ambience to dine-in, but a fabulous eatery that serves Chicken Biryani (made of jeeraga samba rice, should typically be called pulao), Chicken Sukka Biryani, Mutton Sukka Biryani, Mutton Dilli (hardened blood), Kalakki, Ceylon paratha, chicken khari dosa etc. The Best!!"
TRUE,Sumith Pokkuluri,26-09-2022,,,,,,4,
TRUE,Suman Reddy Ragula,23-09-2022,,Take out,,,,5,
FALSE,Sushmita sinha,23-09-2022,,,,,,5,
TRUE,Mohanraj Murugesan,20-09-2022,Lunch,Dine in,,,,5,Nice food with a moderate price
TRUE,Siva Samy,20-09-2022,Dinner,Dine in,,,,5,
TRUE,PRASHANTH RAMALINGESWARA GAJULA,18-09-2022,,,,,,4,
TRUE,DINESH creatar,17-09-2022,,,,,,5,Wonder full very tasty food🤤 Tamilnadu restaurant last two years iam eating
TRUE,Sambit Biswal,17-09-2022,Lunch,Dine in,,,,5,"Nice one for specifically Tamil friends.... Spice rice and biryani.

Small but tasty."
TRUE,harsha vardhan koneti,17-09-2022,Dinner,Dine in,,,,5,
TRUE,Krishna Kumar,14-09-2022,Lunch,Dine in,,,,4,
TRUE,SAI KUMAR,13-09-2022,,,,,,5,
TRUE,Akhil Mathew,11-09-2022,,,,,,4,
TRUE,Chandra Sekhara Reddy M,11-09-2022,,,,,,4,Place for Tamil Nadu food. But hotel is small.
TRUE,Saravanan Balasubramanian,07-09-2022,Dinner,Dine in,,,,5,
TRUE,Manoj Kumar Dasari,27-08-2022,,,,,,5,
FALSE,Gowrishankar K,25-08-2022,,,,,,5,
TRUE,Siddarth Paul,20-08-2022,Lunch,Dine in,,,,4,"Taste is delicious with authetic tamil style cuisine and Kushka Biryani. Service is superb.

Only Con is Less space to sit and little unhygenic due to space crunch. Recommend getting the food packed."
TRUE,Aswin Kumar,20-08-2022,,,,,,4,
FALSE,Madayalasai Madayalasai,19-08-2022,,,,,,5,
TRUE,hemanth munagala,18-08-2022,,,,,,3,
TRUE,Vinoth Rajendran,18-08-2022,,,,,,4,"One of the tamil style foods in Hyderabad,
Worth the money"
FALSE,j s,16-08-2022,Dinner,Dine in,,,,5,"Brother, the taste is great, our town, our food is a bit expensive, that's okay, that town is expensive 🙏🏻🙏🏻👌👌"
TRUE,Prasath,14-08-2022,,,,,,5,"All the food is very nice,but the cost is a little high. Here you can get the taste of sambar"
TRUE,charles solomon,13-08-2022,Lunch,Dine in,,,,5,
FALSE,Subhash Shukla,12-08-2022,,,,,,5,
FALSE,Shyam Rathod,12-08-2022,,,,,,5,
TRUE,Jayanta Sethy,11-08-2022,,,,,,4,
TRUE,Shubh Agrawal,10-08-2022,,,,,,5,Good place
TRUE,Sai Kumar,08-08-2022,Dinner,Dine in,,,,5,
FALSE,RAMADASS S,06-08-2022,,,,,,4,Food taste is good... you need to wait for some time if more crowd is there means because restaurant itself very small..
TRUE,Jagdish Lahare,06-08-2022,,,,,,2,
TRUE,praveen kotha,05-08-2022,,,,,,4,
TRUE,Tarun Robin,03-08-2022,,,,,,4,
FALSE,Nikhil Rao,02-08-2022,,,,,,1,Found cockroach in Chicken Celon
FALSE,Rahul sushanth,01-08-2022,,,,,,5,
TRUE,bala subramanian,31-07-2022,,,,,,4,"Namma oor parota, chaalnaa nice"
TRUE,Ashraful Ahmed,31-07-2022,Dinner,Dine in,,,,5,"Must try are Samba Chicken Biryani, Lachha Parotha with Chicken Curry, Half Boiled Omelette (sunny side up egg), Blue Mojito.
It's pocket friendly. Sitting capacity is not much tho."
TRUE,raja vaibhav,21-07-2022,Dinner,Dine in,,,,4,
FALSE,Ravi Chauhan,20-07-2022,,,,,,5,
FALSE,Aravind Bala,20-07-2022,Dinner,Dine in,,,,4,
TRUE,Venkatasesha Reddy,19-07-2022,,,,,,2,
TRUE,srinath bandaru,19-07-2022,,,,,,3,good food for tamilians
TRUE,SHAIK DANISH,17-07-2022,,,,,,5,
TRUE,chandrasekhara reddy,17-07-2022,Lunch,Dine in,,,,4,Mutton dum Biryani is good here
FALSE,Ravindar Dacharam,16-07-2022,,,,,,4,
FALSE,Muthu Vignesh,16-07-2022,Dinner,Dine in,,,,4,"Perfect South Indian dish which gives taste of the city Madurai.
Less seating capacity.
Dinner Must try
- Chicken kothu Parotta
- Chicken Ceylon parotta
- Chicken Dosa
- Kalaki
- Chicken 65"
TRUE,Lokeshwar Mohandass,15-07-2022,Dinner,Dine in,,,,4,
TRUE,Yuvaraj Thangarajan,15-07-2022,,,,,,4,
TRUE,Sathyanarayanan Kamalakannan (Sathya),13-07-2022,Dinner,Dine in,,,,5,One of the best Tamil Nadu hotel you can find in Hyderabad.
TRUE,Sathis Guru,10-07-2022,,,,,,4,
FALSE,Mahesh Gandham,08-07-2022,,,,,,5,
TRUE,Dagama praveen,01-07-2022,,,,,,5,
TRUE,Vivek Muniyan,27-06-2022,,,,,,4,Good
TRUE,dinesh kumar,27-06-2022,Dinner,Dine in,,2,,2,Had chicken kothu parotta here it's not upto the mark. Bit disappointed though
FALSE,Gopi Shankar,26-06-2022,,,,,,1,Very wrost hotel in my life taste wise littlebit good but they didn't serve properly i wait 45 mins of orderd podiidly but still i did not get and after sometime i went out return to another hotel no proper sitting place
FALSE,Bhaskarprasad Usulumarthi,23-06-2022,Dinner,Dine in,,,,5,
FALSE,sanskari jeans,21-06-2022,Lunch,Dine in,,,,5,"Absolutely delicious Biriyani, chicken sukka and veg meals. True to madurai and tamilnadu cuisine and flavours. Chef and staff took amazing care of us. Talked in Tamil. An amazing lunch experience. Highly recommended to Tamilians"
FALSE,Navya ND,21-06-2022,,,,,,5,Taste good
TRUE,Chaitanya Tankala,19-06-2022,Dinner,Take out,,,,4,
FALSE,sajil george,12-06-2022,Lunch,Dine in,,,,5,
TRUE,prathap k,11-06-2022,,,,,,5,Good to go often
TRUE,dinkar kumar,09-06-2022,Dinner,Dine in,,,,5,
TRUE,Ragul RR,08-06-2022,Dinner,Dine in,3,4,4,5,
TRUE,Nata rajan,08-06-2022,,,,,,4,
FALSE,Kommu Ganesh,07-06-2022,,,,,,5,
FALSE,Mohankrishna Katta,06-06-2022,,,,,,4,
TRUE,Vijaykumar S,05-06-2022,Dinner,Dine in,,,,5,"Good Tamilnadu Hotel. You can enjoy flavour of Madurai. Breakfast not available.Hotel start at 12 pm. Specialist at Parota, Kothu Parota, Kalaki, Kari dosai, Biriyani, Non veg Meals. Monday is a Holiday."
TRUE,Arjuna Rao,05-06-2022,,,,,,5,
TRUE,Ravi Kumar,03-06-2022,Dinner,Dine in,,,,5,
FALSE,Ch Ravinder,03-06-2022,,,,,,2,
TRUE,Uday,02-06-2022,,,,,,1,
FALSE,JAYANT DAS,31-05-2022,,,,,,1,
FALSE,Srivatsan T,26-05-2022,,,,,,4,
TRUE,ASHOK UMAPATHY,25-05-2022,Lunch,Dine in,,,,5,"This is the place for authentic Tamilnadu style food. Their Parota salna, non veg meals are really good. Mondays will be holiday regularly."
TRUE,Kailash Ramakrishna,24-05-2022,Dinner,Dine in,,,,3,"Tamil nadu style hotel, taste and quantity were okay. Rates were on little higher side."
TRUE,Sarada Prasad Das,23-05-2022,Breakfast,Dine in,,,,3,
TRUE,Abu Jar,19-05-2022,,,,,,5,Quality of food
FALSE,Kakada karthik,19-05-2022,,,,,,5,
TRUE,Kalai Prashana,17-05-2022,Dinner,Dine in,,,,5,
TRUE,Dilip R,15-05-2022,,,,,,4,
TRUE,Mk Vishnu,14-05-2022,,,,,,3,
TRUE,Thanooj Kowluri,13-05-2022,Dinner,Dine in,,,,4,
TRUE,Ravi Kumar,09-05-2022,,,,,,4,
FALSE,Thyarala Dinesh,09-05-2022,,,,,,1,
FALSE,mass mathiazhagan,08-05-2022,Dinner,Take out,,,,4,
TRUE,siva Manohar,08-05-2022,Lunch,Dine in,,,,4,"Had biriyani for lunch, and it was amazing ( seeragasamba chicken biryani).."
FALSE,Sriharsha tirumala,07-05-2022,,,,,,3,
TRUE,Kavali Shiva,05-05-2022,,Delivery,,,,5,
TRUE,Karthikeyan Sp,01-05-2022,,,,,,5,
TRUE,Ishaan Takkar,01-05-2022,Other,Dine in,,,,4,"I took omlette and boiled eggs. Boiled eggs are good but they are not hot and omlette is very oily so just inform them in prior to use less oily and less spicy. Price wise is also very reasonable. Owner is very friendly and staff is very dedicated.
So if you want to grab a snack in the evening just go there you will not regret."
TRUE,Sai vinodh (unluckey),30-04-2022,,,,,,5,
FALSE,Karthik Naidu,29-04-2022,,,,,,3,
FALSE,mouni test,28-04-2022,,,,,,4,Good
TRUE,KUMAR SANTHOSH,27-04-2022,Dinner,Dine in,,,,4,
TRUE,chemmal swami durai csd,25-04-2022,Dinner,Dine in,,,,4,
TRUE,Syed Ghalib,25-04-2022,,,,,,5,
TRUE,chandra sekhar reddy chanchala,24-04-2022,,,,,,4,
TRUE,Thanuja K,23-04-2022,,,,,,5,
TRUE,Hari Kumar,22-04-2022,Lunch,,,,,5,
FALSE,SRIRAM POTHUMANI,21-04-2022,Dinner,Dine in,,,,5,"Anna doing very nice, healthy food as home made, must reach out as a hugging foodie, try Ceylon Parota and Kari Dosa. Dont judge a hotel by its size"
TRUE,lalit joshi,18-04-2022,,,,,,5,
TRUE,Bhaskar Venugopal,17-04-2022,Lunch,Dine in,,,,5,
TRUE,Dilli Babu (Don),16-04-2022,Dinner,Dine in,,,,5,
TRUE,Saravanaraj Sundar,14-04-2022,Dinner,,,,,5,"Excellent fried parota , Special Kalakki and Tamil Nadu style omelet.  Felt like we are in Tamil Nadu.  We traveled 60 kmtrs to eat dinner here. We enjoyed our special dinner . Very friendly staff. All the very best to grow more. Thank you"
TRUE,Suryavardhan V,13-04-2022,Breakfast,Dine in,,,,4,Nice food
FALSE,Abdul Wahab,12-04-2022,Dinner,Dine in,,,,5,
FALSE,Bijesh aarbi,11-04-2022,Dinner,Dine in,,,,5,Affordable price and tasty ever in Hyderabad. Friendly service person and food to the table also faster.
FALSE,Ranjith kumar,09-04-2022,,,,,,5,
TRUE,Rajukumar Kumar,09-04-2022,,,,,,5,
FALSE,Kathiravan KS,08-04-2022,,,,,,3,Rates r too expensive for this shop and taste is good
TRUE,Rajat Jaiswal,29-03-2022,,,,,,3,
TRUE,Jith,29-03-2022,,,,,,4,Nice Tamilnadu Style Foods available.
FALSE,Bhargav Reddy,27-03-2022,Dinner,Dine in,,,,5,Amazing parottas
TRUE,Reddi Devi Prasad,25-03-2022,,,,,,4,Good
FALSE,Suresh Jaat,24-03-2022,,,,,,1,
TRUE,Rajshekar Sadasivan,24-03-2022,,,,,,4,For the Tamil Nadu taste buds...
TRUE,Satyajeet Mohanty,21-03-2022,,,,,,4,
TRUE,Venkatesh Dhananjayan,19-03-2022,Dinner,Dine in,,,,5,
TRUE,naathani saikiran,19-03-2022,,,,,,4,
TRUE,Prasannakumar bandi,18-03-2022,,,,,,5,Kottu parota 😋
TRUE,Sanjay Kumar,09-03-2022,,,,,,5,Kids menu no spice
TRUE,ABDUL RIYAZ,08-03-2022,,,,,,5,
